time,open,high,low,close,volume
2019-04-25,0.4142,0.4331,0.3832,0.3902,12848610.49
2019-04-26,0.3916,0.4015,0.3657,0.3818,10749028.77
2019-04-27,0.3818,0.3974,0.3677,0.3911,5777059.38
2019-04-28,0.3909,0.4222,0.39,0.4055,9046002.57
2019-04-29,0.4051,0.4073,0.37,0.3742,5416264.39
2019-04-30,0.3744,0.3973,0.3715,0.3825,4492051.37
2019-05-01,0.3825,0.3949,0.3761,0.3894,4304616.04
2019-05-02,0.389,0.395,0.3771,0.3804,4687708.37
2019-05-03,0.3805,0.3873,0.3664,0.3781,6149623.73
2019-05-04,0.3785,0.3806,0.3455,0.3617,6671665.65
2019-05-05,0.3622,0.3737,0.3558,0.3583,3003003.93
2019-05-06,0.3585,0.3599,0.3333,0.3473,5501367.43
2019-05-07,0.3475,0.353,0.3151,0.3169,6196460.08
2019-05-08,0.3167,0.3355,0.3088,0.3127,3730738.9
2019-05-09,0.3138,0.3187,0.2749,0.2812,7221793.9
2019-05-10,0.2837,0.3753,0.2819,0.3637,23751831.74
2019-05-11,0.3637,0.385,0.3414,0.3645,19911579.55
2019-05-12,0.3645,0.4067,0.3356,0.3545,16681040.68
2019-05-13,0.3535,0.3663,0.3455,0.3559,8114194.52
2019-05-14,0.3545,0.3769,0.345,0.3636,9658014.93
2019-05-15,0.3638,0.4106,0.3592,0.4066,10887156.22
2019-05-16,0.4076,0.43,0.365,0.3772,15363595.42
2019-05-17,0.3772,0.3826,0.3388,0.3715,9781297.92
2019-05-18,0.3718,0.4028,0.361,0.3731,9168777.29
2019-05-19,0.3731,0.3919,0.3711,0.3813,8553368.55
2019-05-20,0.3813,0.3813,0.3514,0.3603,8088734.03
2019-05-21,0.3603,0.3769,0.34,0.3643,12109052.04
2019-05-22,0.3643,0.3691,0.3296,0.3424,7352563.62
2019-05-23,0.3423,0.349,0.3235,0.348,8141064.15
2019-05-24,0.3485,0.3619,0.3403,0.3508,6707262.65
2019-05-25,0.3503,0.3562,0.3433,0.3476,1946784.73
2019-05-26,0.3478,0.3567,0.3371,0.3497,5374472.87
2019-05-27,0.3497,0.3888,0.3488,0.3778,12184688.54
2019-05-28,0.3772,0.381,0.359,0.3696,5894190.05
2019-05-29,0.3696,0.3701,0.3437,0.3612,5598760.64
2019-05-30,0.361,0.3842,0.3134,0.3363,13083762.85
2019-05-31,0.3358,0.351,0.3195,0.3478,4078594.95
2019-06-01,0.3477,0.3634,0.3401,0.3573,4919958.6
2019-06-02,0.3574,0.3689,0.353,0.3586,3972855.42
2019-06-03,0.3592,0.3778,0.3342,0.3381,9232269.28
2019-06-04,0.3376,0.357,0.3169,0.33,9532710.96
2019-06-05,0.33,0.3418,0.3161,0.3276,5133263.67
2019-06-06,0.3276,0.3344,0.3092,0.3264,5084451.21
2019-06-07,0.3267,0.3478,0.324,0.3373,4851501.17
2019-06-08,0.337,0.3487,0.3268,0.336,2321897.3
2019-06-09,0.3357,0.3461,0.3111,0.3178,2701882.64
2019-06-10,0.3178,0.3357,0.3121,0.3316,2300377.11
2019-06-11,0.3326,0.3341,0.3192,0.3239,1713950.97
2019-06-12,0.3239,0.3353,0.3227,0.3336,2736083.8
2019-06-13,0.3326,0.3341,0.3227,0.3243,2726276.95
2019-06-14,0.3247,0.3274,0.3056,0.3184,4609551.99
2019-06-15,0.3184,0.3338,0.3157,0.3286,3127261.8
2019-06-16,0.3286,0.3373,0.32,0.3349,3736197.05
2019-06-17,0.3355,0.3674,0.3337,0.3444,11912865.23
2019-06-18,0.3444,0.3534,0.333,0.3505,6207555.76
2019-06-19,0.3511,0.352,0.339,0.3402,3250035.48
2019-06-20,0.3402,0.3429,0.321,0.3306,4255987.14
2019-06-21,0.3306,0.3335,0.3226,0.328,3403415.44
2019-06-22,0.328,0.339,0.3121,0.3318,12028566.95
2019-06-23,0.3324,0.338,0.3213,0.3259,4831658.77
2019-06-24,0.3241,0.3324,0.32,0.3237,2640895.85
2019-06-25,0.3235,0.3251,0.3126,0.315,4515100.74
2019-06-26,0.3156,0.33,0.2962,0.3069,11879353.63
2019-06-27,0.3051,0.3129,0.2811,0.2892,8816347.05
2019-06-28,0.2889,0.3002,0.2835,0.292,3179251.62
2019-06-29,0.2922,0.3268,0.2806,0.3252,7219480.68
2019-06-30,0.3251,0.3499,0.29,0.2945,11648162.68
2019-07-01,0.2948,0.35,0.2944,0.3331,20526269.1
2019-07-02,0.3322,0.3385,0.2988,0.3218,9769353.17
2019-07-03,0.3224,0.3235,0.3023,0.3088,5262617.32
2019-07-04,0.3088,0.3127,0.2909,0.2941,4168779.76
2019-07-05,0.2925,0.3021,0.2893,0.2952,2732184.29
2019-07-06,0.2948,0.2996,0.29,0.2944,2688035.76
2019-07-07,0.2943,0.3059,0.29,0.2983,2956420.87
2019-07-08,0.2982,0.325,0.2951,0.2967,6587943.35
2019-07-09,0.2968,0.3054,0.2857,0.2946,4836751.93
2019-07-10,0.2946,0.3338,0.2842,0.2963,7183620.31
2019-07-11,0.2967,0.3011,0.2696,0.2952,5003634.22
2019-07-12,0.2946,0.2979,0.2789,0.2889,3292545.97
2019-07-13,0.2893,0.2959,0.2786,0.286,3038422.85
2019-07-14,0.2863,0.2863,0.2458,0.2464,3863175.36
2019-07-15,0.2461,0.2522,0.2203,0.2472,3603328.97
2019-07-16,0.2471,0.25,0.1998,0.2041,4454911.03
2019-07-17,0.2037,0.2265,0.1994,0.2168,3416586.01
2019-07-18,0.2161,0.2435,0.2081,0.2331,4915369.32
2019-07-19,0.2328,0.2582,0.2304,0.2453,4629577.85
2019-07-20,0.2461,0.263,0.2433,0.2537,3161260.52
2019-07-21,0.254,0.2576,0.2406,0.2482,1799589.41
2019-07-22,0.2483,0.2546,0.2386,0.2453,2123319.98
2019-07-23,0.2456,0.2548,0.2291,0.2302,2905915.89
2019-07-24,0.2304,0.2377,0.2219,0.2326,2107824.67
2019-07-25,0.2318,0.2426,0.2312,0.2339,1490110.59
2019-07-26,0.2329,0.2635,0.2295,0.2626,3965459.7
2019-07-27,0.2621,0.2791,0.248,0.2708,10725820.89
2019-07-28,0.2709,0.2794,0.242,0.2571,5289905.81
2019-07-29,0.2577,0.2638,0.2492,0.2535,2814965.79
2019-07-30,0.2535,0.2551,0.24,0.2466,3348047.15
2019-07-31,0.2467,0.2541,0.2432,0.2469,1846185.57
2019-08-01,0.247,0.2472,0.2325,0.2364,2617600.7
2019-08-02,0.2363,0.2458,0.2315,0.2366,3852295.5
2019-08-03,0.2366,0.2394,0.2296,0.2348,2833212.74
2019-08-04,0.2349,0.2418,0.23,0.2359,1953362.82
2019-08-05,0.2361,0.2476,0.2307,0.2338,4154842.76
2019-08-06,0.2331,0.2347,0.2161,0.2171,3465735.2
2019-08-07,0.217,0.2356,0.2123,0.2217,5094241.58
2019-08-08,0.2225,0.2325,0.2065,0.2098,4629812.37
2019-08-09,0.2098,0.2119,0.196,0.1992,3013333.64
2019-08-10,0.1996,0.2155,0.1968,0.2023,2924836.8
2019-08-11,0.2022,0.21,0.2013,0.2078,4233171.55
